7.1.83 Rob-21
Location,Type,Scene,Dungeon/Overworld
Gerudo Training Ground Heavy Block Second Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Third Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Fourth Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Eye Statue Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Near Scarecrow Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hammer Room Clear Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hammer Room Switch Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Freestanding Key,Collectable,Gerudo Training Ground,Vanilla
Gerudo Training Ground Maze Right Central Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Maze Right Side Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Silver Rupee Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Beamos Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hidden Ceiling Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Maze Path First Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Maze Path Second Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Maze Path Third Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Maze Path Final Chest,Chest,Gerudo Training Ground,Vanilla
Gerudo Training Ground Beamos Recovery Heart 1,Freestanding,Gerudo Training Ground,Vanilla
Gerudo Training Ground Beamos Recovery Heart 2,Freestanding,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lava Room Silver Rupee Front Left,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lava Room Silver Rupee Front Right,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lava Room Silver Rupee Flame Circle,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lava Room Silver Rupee Center Right,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lava Room Silver Rupee Hookshot Target,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Silver Rupee Top,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Silver Rupee Middle,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Silver Rupee Bottom Front Right,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Silver Rupee Bottom Center,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Silver Rupee Bottom Back Left,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Boulder Room Silver Rupee Bottom Right,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Boulder Room Silver Rupee Bottom Left,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Boulder Room Silver Rupee Ceiling,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Boulder Room Silver Rupee Ledge,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Boulder Room Silver Rupee Top Left,SilverRupee,Gerudo Training Ground,Vanilla
Gerudo Training Ground Stalfos 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Stalfos 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Slopes Wallmaster,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Wolfos 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Wolfos 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Wolfos 3,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Wolfos 4,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Like Like 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Like Like 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Heavy Block Like Like 3,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hammer Room Keese 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hammer Room Keese 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hammer Room Torch Slug 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hammer Room Torch Slug 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lava Room Bubble 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lava Room Bubble 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Beamos,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lizalfos 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Lizalfos 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Shell Blade 1,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Shell Blade 2,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Shell Blade 3,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Underwater Shell Blade 4,EnemyDrop,Gerudo Training Ground,Vanilla
Gerudo Training Ground Eye Statue Wonderitem,Wonderitem,Gerudo Training Ground,Vanilla
Gerudo Training Ground Hammer Room Wonderitem,Wonderitem,Gerudo Training Ground,Vanilla
Gerudo Training Ground Beamos Wonderitem,Wonderitem,Gerudo Training Ground,Vanilla
Gerudo Training Ground MQ Lobby Left Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lobby Right Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ First Iron Knuckle Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Before Heavy Block Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Heavy Block Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Eye Statue Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Ice Arrows Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Second Iron Knuckle Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Flame Circle Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Maze Right Central Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Maze Right Side Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Underwater Silver Rupee Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Dinolfos Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Hidden Ceiling Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Maze Path First Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Maze Path Third Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Maze Path Second Chest,Chest,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lobby Left Pot 1,Pot,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lobby Left Pot 2,Pot,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lobby Right Pot 1,Pot,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lobby Right Pot 2,Pot,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Maze Crate,Crate,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Icicle Room Silver Rupee Freezard,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Icicle Room Silver Rupee Icicles,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Icicle Room Silver Rupee Center,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Icicle Room Silver Rupee Ceiling,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Icicle Room Silver Rupee Above Void,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Silver Rupee Front Left,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Silver Rupee Front Center,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Silver Rupee Front Right,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Silver Rupee Back Left,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Silver Rupee Back Center,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Silver Rupee Back Right,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Underwater Silver Rupee Middle,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Underwater Silver Rupee Front Right,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Underwater Silver Rupee Back Left,SilverRupee,Gerudo Training Ground,MQ
Gerudo Training Ground MQ First Iron Knuckle,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Slopes Freezard,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Slopes Wallmaster 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Before Heavy Block Stalfos 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Before Heavy Block Stalfos 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Before Heavy Block Skulltula 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Before Heavy Block Skulltula 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Before Heavy Block Skulltula 3,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Second Iron Knuckle,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Second Iron Knuckle Torch Slug 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Second Iron Knuckle Torch Slug 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Bubble 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Bubble 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Lava Room Bubble 3,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Dinalfos 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Dinalfos 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Dinalfos 3,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Dodongo 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Dodongo 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Armos,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Underwater Stingray 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Underwater Stingray 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Water Bari,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Underwater Shellblade,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Heavy Block Freezard 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Heavy Block Freezard 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Heavy Block Spike 1,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Heavy Block Spike 2,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Heavy Block Spike 3,EnemyDrop,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Eye Statue Proximity Wonderitem,Wonderitem,Gerudo Training Ground,MQ
Gerudo Training Ground MQ Dinolfos Arrow Wonderitem,Wonderitem,Gerudo Training Ground,MQ
Ganons Castle Forest Trial Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Water Trial Left Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Water Trial Right Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Front Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Golden Gauntlets Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial First Left Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Second Left Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Third Left Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial First Right Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Second Right Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Third Right Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Invisible Enemies Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Lullaby Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Crystal Switch Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Invisible Chest,Chest,Inside Ganon's Castle,Vanilla
Ganons Castle Deku Scrub Left,Scrub,Inside Ganon's Castle,Vanilla
Ganons Castle Deku Scrub Center-Left,Scrub,Inside Ganon's Castle,Vanilla
Ganons Castle Deku Scrub Center-Right,Scrub,Inside Ganon's Castle,Vanilla
Ganons Castle Deku Scrub Right,Scrub,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Recovery Heart 1,Freestanding,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Recovery Heart 2,Freestanding,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Recovery Heart 3,Freestanding,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Recovery Heart,Freestanding,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Recovery Heart,Freestanding,Inside Ganon's Castle,Vanilla
Ganons Castle Water Trial Pot 1,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Water Trial Pot 2,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Pot 1,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Pot 2,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Boulder Pot,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Pot 1,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Pot 2,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Like Like Pot 1,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Like Like Pot 2,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Pot 1,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Pot 2,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Pot 1,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Pot 2,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Pot 1,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Pot 2,Pot,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Silver Rupee Ceiling,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Silver Rupee Front Right,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Silver Rupee Center,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Silver Rupee Back Left,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Silver Rupee Back Right,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Silver Rupee Center Left,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Silver Rupee Center Top,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Silver Rupee Center Right,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Silver Rupee Left Alcove,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Silver Rupee Right Alcove,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Silver Rupee Flamethrower,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Silver Rupee Inside Pillar,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Silver Rupee Right Front,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Silver Rupee Right Center,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Silver Rupee Right Back,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Silver Rupee Front Left,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Silver Rupee Front Right,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Silver Rupee Center Left,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Silver Rupee Back Center,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Silver Rupee Back Right,SilverRupee,Inside Ganon's Castle,Vanilla
Ganons Castle Entry Hallway Beamos Left,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Entry Hallway Beamos Right,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Water Trial Freezard 1,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Water Trial Freezard 2,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Wolfos,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Forest Trial Beamos,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Invisible Keese 1,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Invisible Keese 2,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Invisible Keese 3,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Invisible Skulltula,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Light Trial Fake Ending Wallmaster,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Bubble,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Shadow Trial Like Like,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Torch Slug,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Bubble 1,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Bubble 2,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Bubble 3,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Fire Trial Bubble 4,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Beamos,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Torch Slug 1,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Torch Slug 2,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Wrong Sun Wallmaster 1,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Wrong Sun Wallmaster 2,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle Spirit Trial Wrong Sun Wallmaster 3,EnemyDrop,Inside Ganon's Castle,Vanilla
Ganons Castle MQ Forest Trial Freestanding Key,Collectable,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Eye Switch Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Frozen Eye Switch Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Bomb Flower Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Eye Switch Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Light Trial Lullaby Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial First Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial Invisible Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial Sun Front Left Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial Sun Back Left Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial Sun Back Right Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial Golden Gauntlets Chest,Chest,Inside Ganon's Castle,MQ
Ganons Castle MQ Deku Scrub Left,Scrub,Inside Ganon's Castle,MQ
Ganons Castle MQ Deku Scrub Center-Left,Scrub,Inside Ganon's Castle,MQ
Ganons Castle MQ Deku Scrub Center,Scrub,Inside Ganon's Castle,MQ
Ganons Castle MQ Deku Scrub Center-Right,Scrub,Inside Ganon's Castle,MQ
Ganons Castle MQ Deku Scrub Right,Scrub,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Recovery Heart,Freestanding,Inside Ganon's Castle,MQ
Ganons Castle MQ Light Trial Recovery Heart 1,Freestanding,Inside Ganon's Castle,MQ
Ganons Castle MQ Light Trial Recovery Heart 2,Freestanding,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Pot 1,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Pot 2,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Pot 1,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Pot 2,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Light Trial Pot 1,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Light Trial Pot 2,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Pot 1,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Pot 2,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Fire Trial Pot 1,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Fire Trial Pot 2,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial Pot 1,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Spirit Trial Pot 2,Pot,Inside Ganon's Castle,MQ
Ganons Castle MQ Fire Trial Silver Rupee Rising Platform,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Fire Trial Silver Rupee Beamos,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Fire Trial Silver Rupee Left Front,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Fire Trial Silver Rupee Left Center,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Fire Trial Silver Rupee Left Back,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Silver Rupee Moving Platform,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Silver Rupee Bomb Flower,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Silver Rupee First Beamos,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Silver Rupee Last Beamos,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Shadow Trial Silver Rupee Guillotine,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Silver Rupee Hole,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Silver Rupee Near Blocks,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Silver Rupee Center Left,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Silver Rupee Red Ice,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Silver Rupee Above Void,SilverRupee,Inside Ganon's Castle,MQ
Ganons Castle MQ Entry Hallway Armos 1,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Entry Hallway Armos 2,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Entry Hallway Bubble 1,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Entry Hallway Bubble 2,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Entry Hallway Iron Knuckle,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Freezard 1,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Freezard 2,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Freezard 3,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Ice Keese 1,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Ice Keese 2,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Ice Keese 3,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Water Trial Ice Keese 4,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Stalfos 1,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Stalfos 2,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Armos,EnemyDrop,Inside Ganon's Castle,MQ
Ganons Castle MQ Forest Trial Beamos 1,EnemyDrop,Inside Ganon's Castle,MQ
